trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.8360533208352979}",20,0,-95.33637041669486,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
2,False,"{'a': 0.01, 'e': 0.8306080196122305}",20,0,-132.63444053267497,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.8251374913662409}",20,0,-100.08292015348562,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
4,False,"{'a': 0.01, 'e': 0.8196440721197306}",25,0,-89.71152417830737,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
5,False,"{'a': 0.01, 'e': 0.8141300253186308}",20,0,-128.57295590826553,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
6,False,"{'a': 0.01, 'e': 0.8085975434452666}",25,0,-133.63410967749428,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
7,False,"{'a': 0.01, 'e': 0.8030487496143995}",25,0,-66.74952109931557,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
8,False,"{'a': 0.01, 'e': 0.7974856991515332}",20,0,-140.3567468808403,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
9,False,"{'a': 0.01, 'e': 0.7919103811526493}",20,0,-88.5651208274119,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.7863247200246246}",30,0,-68.47553012121672,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
11,False,"{'a': 0.01, 'e': 0.7807305770056567}",25,2,-150.22447779668943,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 2}",1
12,False,"{'a': 0.01, 'e': 0.7751297516650971}",20,0,-108.97121751556799,"{0: 9, 1: 6, 2: 1, 3: 4, 4: 0}",0
13,False,"{'a': 0.01, 'e': 0.7695239833821602}",20,0,-80.17909631339911,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
14,False,"{'a': 0.01, 'e': 0.763914952803041}",30,0,-193.46873120215557,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
15,False,"{'a': 0.01, 'e': 0.7583042832760339}",25,7,-83.01050687932714,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
16,False,"{'a': 0.01, 'e': 0.7526935422643041}",20,4,-21.62412886918843,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
17,False,"{'a': 0.01, 'e': 0.7470842427360128}",20,0,-55.025862259451536,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
18,False,"{'a': 0.01, 'e': 0.7414778445315536}",35,19,-67.62671115145072,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
19,False,"{'a': 0.01, 'e': 0.7358757557076979}",20,0,-75.25879877442003,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
20,False,"{'a': 0.01, 'e': 0.7302793338584966}",25,3,-26.82077770973759,"{0: 16, 1: 4, 2: 1, 3: 1, 4: 0}",1
21,False,"{'a': 0.01, 'e': 0.7246898874128243}",35,12,-69.49515563155262,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 1}",1
22,False,"{'a': 0.01, 'e': 0.7191086769084892}",20,0,-77.97375305230216,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
23,False,"{'a': 0.01, 'e': 0.7135369162428742}",25,10,2.9630889829646128,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
24,False,"{'a': 0.01, 'e': 0.7079757739000976}",20,0,-171.51481855195033,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
25,False,"{'a': 0.01, 'e': 0.7024263741547256}",35,0,-126.21021631076813,"{0: 20, 1: 2, 2: 12, 3: 1, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.6968897982520874}",20,10,-19.644154714021848,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
27,False,"{'a': 0.01, 'e': 0.691367085565275}",35,0,-97.72887160900056,"{0: 23, 1: 4, 2: 6, 3: 2, 4: 0}",0
28,False,"{'a': 0.01, 'e': 0.6858592347289381}",20,7,-41.40580343872512,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
29,False,"{'a': 0.01, 'e': 0.6803672047499981}",25,0,-113.69064830917658,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
30,False,"{'a': 0.01, 'e': 0.6748919160954385}",25,14,-1.0050674279457632,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
31,False,"{'a': 0.01, 'e': 0.6694342517573375}",20,0,1.6006896887008935,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
32,False,"{'a': 0.01, 'e': 0.6639950582953347}",30,0,7.504939245167796,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",0
33,False,"{'a': 0.01, 'e': 0.6585751468567342}",25,4,-31.308422402793283,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 0}",1
34,False,"{'a': 0.01, 'e': 0.6531752941744686}",35,0,-140.30136528369601,"{0: 22, 1: 4, 2: 6, 3: 2, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.6477962435431529}",25,0,-112.81240649986974,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
36,False,"{'a': 0.01, 'e': 0.6424387057734774}",20,9,-88.93430418585773,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 2}",1
37,False,"{'a': 0.01, 'e': 0.6371033601251982}",25,0,-46.00856149237663,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
38,False,"{'a': 0.01, 'e': 0.6317908552189894}",30,0,-260.02784574300006,"{0: 17, 1: 0, 2: 6, 3: 3, 4: 4}",0
39,False,"{'a': 0.01, 'e': 0.6265018099274374}",20,0,-103.69826601796449,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
40,False,"{'a': 0.01, 'e': 0.6212368142454596}",20,6,-75.06549998880159,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 1}",1
41,False,"{'a': 0.01, 'e': 0.6159964301404396}",20,0,-38.18729048871189,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
42,False,"{'a': 0.01, 'e': 0.6107811923823784}",20,0,-23.06313630381151,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
43,False,"{'a': 0.01, 'e': 0.6055916093543628}",25,0,-35.12529076682241,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
44,False,"{'a': 0.01, 'e': 0.6004281638436602}",20,0,-80.09258259770992,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.5952913138137504}",30,0,-140.42264246941883,"{0: 16, 1: 2, 2: 9, 3: 3, 4: 0}",0
46,False,"{'a': 0.01, 'e': 0.590181493157611}",20,0,-8.542345987886122,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
47,False,"{'a': 0.01, 'e': 0.585099112432572}",20,0,-124.4800530878535,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
48,False,"{'a': 0.01, 'e': 0.5800445595770585}",30,1,-162.3544213068308,"{0: 17, 1: 4, 2: 4, 3: 2, 4: 2}",1
49,False,"{'a': 0.01, 'e': 0.5750182006095451}",20,0,-57.99435322681396,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.5700203803100397}",20,0,-23.87502667237078,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
51,False,"{'a': 0.01, 'e': 0.5650514228844196}",20,0,-16.084909015228963,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
52,False,"{'a': 0.01, 'e': 0.5601116326119441}",20,10,5.699138272673549,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
53,False,"{'a': 0.01, 'e': 0.5552012944762595}",25,10,-2.3088289832000024,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
54,False,"{'a': 0.01, 'e': 0.5503206747802224}",20,0,-24.013708907639646,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
55,False,"{'a': 0.01, 'e': 0.5454700217448545}",20,1,-155.9952582433762,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 3}",1
56,False,"{'a': 0.01, 'e': 0.5406495660927513}",25,13,22.63125575325717,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,False,"{'a': 0.01, 'e': 0.5358595216162559}",25,0,-82.03386328082614,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.01, 'e': 0.5311000857307132}",20,11,-6.092455511958007,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
59,False,"{'a': 0.01, 'e': 0.5263714400131142}",20,0,-79.81248691022917,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
60,False,"{'a': 0.01, 'e': 0.5216737507264383}",20,6,-53.414975347455496,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 0}",1
61,False,"{'a': 0.01, 'e': 0.5170071693299993}",25,8,7.773990569117059,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.01, 'e': 0.5123718329760958}",20,0,-193.44179937437457,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
63,False,"{'a': 0.01, 'e': 0.5077678649932645}",20,1,-33.802603874929424,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
64,False,"{'a': 0.01, 'e': 0.5031953753564328}",25,0,-131.07790159512905,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
65,False,"{'a': 0.01, 'e': 0.49865446114426015}",20,0,-41.32361199541179,"{0: 15, 1: 4, 2: 0, 3: 0, 4: 1}",0
66,False,"{'a': 0.01, 'e': 0.4941452069839579}",20,13,-3.37876923231679,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.4896676854838691}",20,12,9.894058616026019,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.4852219576540898}",20,0,-52.86477948064509,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.48080807331540776}",20,10,19.13012656424821,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.4764260714968281}",25,0,-35.77913742205111,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.4720759808219558}",25,0,-84.48179711162999,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.4677578198844969}",25,0,-44.76971865748342,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.46347159761313755}",25,0,-45.71529178959076,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.45921731362605533}",20,0,-55.642408053296485,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.45499495857531314}",20,0,-7.8801797519250085,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
76,False,"{'a': 0.01, 'e': 0.4508045144813814}",35,9,-18.8027333364864,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.4466459550580302}",30,16,0.579090321210507,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.44251924602782755}",35,13,-39.58583083604994,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 1}",1
79,False,"{'a': 0.01, 'e': 0.43842434542847786}",25,0,-24.707507360961223,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.4343612039102263}",20,0,-37.71212733402852,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.4303297650245563}",25,0,-51.88708879459196,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.4263299655043956}",20,6,-40.59749625467685,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
83,False,"{'a': 0.01, 'e': 0.4223617355360497}",30,0,-61.07640129082189,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.01, 'e': 0.4184249990230705}",20,15,8.046196188646714,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.41451967384226784}",30,8,-13.55248066148037,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
86,False,"{'a': 0.01, 'e': 0.4106456720920668}",35,19,-33.640821788953616,"{0: 12, 1: 1, 2: 1, 3: 2, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.4068029003334071}",25,2,-27.184163417967405,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.01, 'e': 0.40299125982337936}",30,0,-123.55128353980244,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
89,False,"{'a': 0.01, 'e': 0.39921064674178763}",30,20,-35.33033642382954,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.39546095241082374}",20,7,-50.650838852046384,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
91,False,"{'a': 0.01, 'e': 0.39174206350803487}",20,5,-4.551563408097027,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.3880538622727615}",20,0,-81.25431761439488,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.38439622670622037}",20,0,15.816167429079837,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.01, 'e': 0.38076903076540003}",25,11,-16.89320298925699,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
95,False,"{'a': 0.01, 'e': 0.3771721445509369}",25,11,24.400579869246826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.01, 'e': 0.37360543448913264}",20,3,-27.46582584213094,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.3700687635082709}",20,2,-31.41154838369723,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
98,False,"{'a': 0.01, 'e': 0.3665619912093891}",25,0,-49.94695861450083,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.36308497403165485}",25,18,1.5552077367864166,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.3596375654124956}",20,2,-48.04635245699808,"{0: 13, 1: 3, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.3562196159426245}",35,23,17.735623358336703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.3528309735161037}",25,1,-182.0058610962338,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 4}",1
103,False,"{'a': 0.01, 'e': 0.3494714834755812}",25,3,-30.766911417988748,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.3461409887528365}",20,0,-14.216025440848666,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.34283933000476374}",20,0,8.074882273418494,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
106,False,"{'a': 0.01, 'e': 0.33956634574492156}",20,9,-14.280033037076942,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.01, 'e': 0.33632187247077183}",20,0,-22.484736652171218,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
108,False,"{'a': 0.01, 'e': 0.33310574478673044}",30,17,20.411268685940907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.3299177955231464}",25,2,8.876050889363238,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
110,False,"{'a': 0.01, 'e': 0.3267578558513256}",25,7,-65.4246283730421,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 2}",1
111,False,"{'a': 0.01, 'e': 0.3236257553947113}",30,0,-44.635799759189176,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
112,False,"{'a': 0.01, 'e': 0.32052132233632985}",20,0,-63.35423448282544,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
113,False,"{'a': 0.01, 'e': 0.3174443835226095}",25,0,-44.42347076220176,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
114,False,"{'a': 0.01, 'e': 0.31439476456367543}",20,0,-8.470364560744354,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.01, 'e': 0.3113722899302225}",20,9,0.6106684508873848,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.01, 'e': 0.30837678304706406}",30,0,-46.429585660271705,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
117,False,"{'a': 0.01, 'e': 0.3054080663834533}",35,1,-18.27749950918391,"{0: 28, 1: 0, 2: 6, 3: 0, 4: 0}",1
118,False,"{'a': 0.01, 'e': 0.3024659615402709}",25,0,-118.25348945036978,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
119,False,"{'a': 0.01, 'e': 0.29955028933416916}",20,13,6.421914214946432,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.2966608698787622}",25,0,-73.10681318267883,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
121,False,"{'a': 0.01, 'e': 0.29379752266294884}",20,14,7.422809518747828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.01, 'e': 0.29096006662645124}",25,11,-29.056687704722258,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.01, 'e': 0.28814832023265247}",25,0,-13.116167732954377,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.28536210153881175}",25,0,-76.26018770578119,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
125,False,"{'a': 0.01, 'e': 0.2826012282637359}",25,16,-15.724014753839503,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.2798655178529815}",20,12,2.0298242749128743,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.2771547875416621}",25,8,20.26395747202844,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.01, 'e': 0.27446885441493163}",30,0,-52.35012425803602,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
129,False,"{'a': 0.01, 'e': 0.27180753546621395}",20,0,17.306230708608556,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
130,False,"{'a': 0.01, 'e': 0.2691706476532457}",25,11,28.36436153324486,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.01, 'e': 0.26655800795199874}",25,12,-19.99536182444492,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
132,False,"{'a': 0.01, 'e': 0.2639694334085462}",25,12,4.104935680043988,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.2614047411889342}",25,2,8.564148877027225,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.2588637486271204}",20,4,-11.271808564028328,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.256346273271038}",20,13,2.710112520849698,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.01, 'e': 0.25385213292684167}",20,5,5.62955318893177,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.2513811457013933}",25,0,-206.31404092106456,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 5}",0
138,False,"{'a': 0.01, 'e': 0.24893313004303938}",20,16,5.048208549870522,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.2465079047807341}",30,2,13.642224157129963,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.24410528916155885}",25,0,-7.886672255439505,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.24172510288668875}",25,8,28.677831991555113,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.01, 'e': 0.23936716614585246}",20,8,18.252960427297793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.23703129965033565}",25,0,-5.476521487290612,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
144,False,"{'a': 0.01, 'e': 0.23471732466457013}",30,12,-3.2920897554715047,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.232425063036356}",20,10,6.717212523288165,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.23015433722575832}",25,15,19.494389499548724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.01, 'e': 0.2279049703327207}",20,10,-22.595093642853534,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
148,False,"{'a': 0.01, 'e': 0.22567678612343683}",20,0,4.553042522926293,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.22346960905551905}",20,13,1.25430159645542,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.2212832643020024}",25,0,-8.939383225265452,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
151,False,"{'a': 0.01, 'e': 0.21911757777422225}",30,11,-46.9024968838868,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
152,False,"{'a': 0.01, 'e': 0.21697237614360057}",25,0,-60.297493202960496,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
153,False,"{'a': 0.01, 'e': 0.21484748686237726}",20,2,27.09999393169186,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.21274273818331965}",20,0,-16.092286285260354,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
155,False,"{'a': 0.01, 'e': 0.2106579591784446}",25,5,-20.618174681352333,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
156,False,"{'a': 0.01, 'e': 0.20859297975678417}",20,13,10.608703371091957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.20654763068122708}",25,3,-1.9343575547629692,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.20452174358446618}",30,8,29.73933148208074,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.01, 'e': 0.20251515098408124}",25,0,1.5605904593254936,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
160,False,"{'a': 0.01, 'e': 0.20052768629678588}",25,18,11.467558925837002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.01, 'e': 0.19855918385186638}",25,0,31.597882751832753,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
162,False,"{'a': 0.01, 'e': 0.19660947890383956}",20,13,11.78207267028035,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.01, 'e': 0.19467840764435573}",20,6,12.771500809130643,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.19276580721337216}",35,16,-25.817660679909167,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
165,False,"{'a': 0.01, 'e': 0.190871515709622}",20,15,2.766071982944757,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.01, 'e': 0.18899537220040236}",30,0,38.65710141914271,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.01, 'e': 0.18713721673070471}",25,0,0.3319523756993965,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.01, 'e': 0.1852968903317105}",20,13,14.928353813021895,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.01, 'e': 0.1834742350286739}",20,0,16.406487858115362,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
170,False,"{'a': 0.01, 'e': 0.18166909384821225}",20,16,8.238958853610349,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.17988131082502545}",30,14,19.52160091105081,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.01, 'e': 0.17811073100806432}",20,6,5.21119290090466,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.17635720046616685}",20,0,30.191050016052305,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
174,False,"{'a': 0.01, 'e': 0.17462056629318115}",25,20,8.214734140072204,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.17290067661259423}",20,0,-28.953600961724902,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
176,False,"{'a': 0.01, 'e': 0.17119738058168277}",20,0,21.014568719458104,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
177,False,"{'a': 0.01, 'e': 0.1695105283952045}",30,4,2.6599807726571507,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
178,False,"{'a': 0.01, 'e': 0.16783997128864592}",25,15,21.169008405022304,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.16618556154104264}",25,16,14.055886174025598,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16454715247738835}",20,13,14.068594502755289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.1629245984706469}",20,0,14.792727282071185,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
182,False,"{'a': 0.01, 'e': 0.161317754943383}",35,27,3.562877776958455,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.15972647836902493}",20,0,9.66365396906899,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.15815062627277376}",20,5,9.805894599820313,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
